Ligand,Pocket,Best Score (kcal/mol),All Scores
CIMG_01418_prepared_Milbemycin,14,-8.8,"[-8.8, 0.0, 0.0, -8.7, 3.505, 8.547, -8.4, 9.345, 11.409, -8.2, 7.012, 11.449, -8.1, 5.615, 10.021, -8.1, 8.362, 13.414, -8.0, 4.246, 6.946, -7.9, 7.254, 11.67, -7.9, 3.124, 9.069, -7.7, 6.244, 8.429]"
CIMG_01418_prepared_Milbemycin,4,-9.8,"[-9.8, 0.0, 0.0, -9.6, 4.22, 7.004, -9.0, 3.744, 8.225, -9.0, 3.623, 7.917, -8.8, 3.042, 3.684, -8.4, 3.897, 7.231, -8.3, 3.831, 4.78, -8.1, 3.215, 6.483, -8.1, 3.539, 7.032, -8.0, 5.407, 9.573]"
CIMG_01418_prepared_Milbemycin,23,-6.8,"[-6.8, 0.0, 0.0, -6.8, 1.803, 2.335, -6.4, 2.734, 6.145, -6.4, 2.308, 3.2, -6.3, 2.303, 7.518, -5.9, 2.392, 7.623, -5.9, 2.867, 6.696, -5.9, 2.326, 8.017, -5.9, 3.491, 8.736, -5.9, 2.982, 7.651]"
CIMG_01418_prepared_Milbemycin,11,-9.6,"[-9.6, 0.0, 0.0, -8.6, 2.402, 8.451, -8.4, 2.219, 5.74, -8.4, 2.539, 7.581, -8.2, 4.146, 6.962, -8.0, 6.109, 10.71, -8.0, 3.594, 8.481, -7.9, 3.537, 8.813, -7.9, 5.688, 10.091, -7.8, 2.064, 7.46]"
CIMG_01418_prepared_Milbemycin,18,-8.6,"[-8.6, 0.0, 0.0, -8.5, 6.096, 9.548, -8.5, 4.445, 8.876, -8.4, 5.458, 9.72, -8.4, 3.507, 8.7, -8.4, 6.27, 8.582, -8.3, 5.441, 9.464, -8.3, 3.891, 4.709, -8.1, 5.421, 11.089, -8.1, 4.698, 8.459]"
CIMG_01418_prepared_Milbemycin,19,-6.2,"[-6.2, 0.0, 0.0, -6.2, 12.42, 17.313, -6.1, 2.298, 7.835, -6.1, 2.247, 3.216, -5.8, 6.54, 10.077, -5.7, 3.655, 8.177, -5.7, 3.1, 8.639, -5.6, 5.93, 10.219, -5.6, 3.265, 8.61, -5.5, 2.857, 6.725]"
CIMG_01418_prepared_Milbemycin,22,0.0,"[46.2, 0.0, 0.0]"
CIMG_01418_prepared_Milbemycin,3,0.0,"[23.6, 0.0, 0.0, 25.0, 3.166, 8.664, 25.9, 2.59, 6.535, 26.7, 1.681, 7.616]"
CIMG_01418_prepared_Milbemycin,9,0.0,"[6.4, 0.0, 0.0, 9.4, 6.536, 9.996]"
CIMG_01418_prepared_Milbemycin,8,-6.7,"[-6.7, 0.0, 0.0, -6.7, 3.718, 6.661, -6.6, 3.154, 4.303, -6.6, 3.659, 7.006, -6.4, 6.619, 9.596, -6.4, 2.643, 8.746, -6.4, 2.436, 6.116, -6.3, 2.172, 5.727, -6.3, 5.522, 7.834, -6.3, 3.717, 9.02]"
CIMG_01418_prepared_Milbemycin,10,-6.3,"[-6.3, 0.0, 0.0, -6.0, 1.678, 7.616, -5.9, 1.643, 1.888, -5.6, 3.323, 9.198, -5.0, 8.903, 13.772, -4.6, 4.109, 7.442, -4.2, 2.983, 8.859, -4.2, 2.956, 6.8, -3.0, 9.706, 14.669]"
CIMG_01418_prepared_Milbemycin,2,-8.8,"[-8.8, 0.0, 0.0, -8.7, 7.498, 11.993, -8.7, 3.438, 8.457, -8.5, 5.182, 10.249, -8.2, 4.452, 9.139, -8.2, 6.987, 11.418, -8.1, 5.6, 9.986, -8.1, 4.131, 10.426, -8.1, 6.952, 9.868, -8.0, 2.306, 8.215]"
CIMG_01418_prepared_Milbemycin,15,-8.2,"[-8.2, 0.0, 0.0, -8.0, 1.67, 2.11, -6.7, 3.666, 8.51, -6.3, 2.928, 8.912, -6.1, 1.774, 2.289, -6.0, 2.773, 6.452, -6.0, 4.423, 7.594, -5.8, 3.339, 8.225, -5.7, 2.504, 7.433, -5.7, 2.87, 5.597]"
CIMG_01418_prepared_Milbemycin,7,-8.5,"[-8.5, 0.0, 0.0, -7.6, 2.926, 6.675, -7.6, 3.726, 8.27, -7.5, 2.121, 8.374, -7.4, 1.958, 7.979, -7.1, 2.649, 8.756, -7.0, 2.902, 9.216, -7.0, 4.178, 7.799, -7.0, 2.366, 7.246, -6.8, 3.632, 8.877]"
CIMG_01418_prepared_Milbemycin,13,-6.4,"[-6.4, 0.0, 0.0, -6.3, 4.089, 6.765, -6.2, 1.136, 1.241, -6.1, 2.708, 7.709, -6.1, 3.035, 7.983, -5.3, 1.869, 7.717, -4.7, 3.586, 8.848, -4.6, 5.376, 8.994, -4.4, 2.748, 8.94, -4.4, 3.98, 8.381]"
CIMG_01418_prepared_Milbemycin,21,-7.1,"[-7.1, 0.0, 0.0, -7.0, 3.723, 9.298, -6.8, 3.407, 7.418, -6.5, 3.518, 8.959, -6.3, 2.686, 9.022, -6.3, 2.496, 6.635, -6.1, 2.168, 8.178, -6.0, 4.667, 9.097, -6.0, 4.286, 8.235, -6.0, 2.99, 4.798]"
CIMG_01418_prepared_Milbemycin,17,-9.6,"[-9.6, 0.0, 0.0, -9.6, 2.279, 7.278, -8.6, 2.054, 3.246, -8.4, 1.541, 1.866, -8.2, 2.312, 7.038, -8.1, 2.597, 4.753, -7.7, 3.16, 6.698, -7.7, 2.795, 5.623, -7.7, 2.98, 7.732, -7.6, 3.496, 8.831]"
CIMG_01418_prepared_Milbemycin,16,-3.0,"[-3.0, 0.0, 0.0, -1.8, 3.703, 6.603, -0.6, 1.957, 2.305]"
CIMG_01418_prepared_Milbemycin,20,-8.5,"[-8.5, 0.0, 0.0, -8.3, 3.62, 7.307, -8.1, 2.866, 6.097, -8.1, 2.024, 5.895, -8.0, 2.508, 6.154, -8.0, 2.477, 5.744, -7.7, 3.387, 5.795, -7.7, 2.365, 5.895, -7.6, 2.928, 6.329, -7.4, 3.448, 7.246]"
CIMG_01418_prepared_Milbemycin,6,-8.7,"[-8.7, 0.0, 0.0, -8.6, 2.165, 5.492, -7.6, 3.488, 8.216, -7.5, 9.269, 14.231, -7.4, 2.646, 8.205, -7.2, 2.79, 4.271, -7.0, 3.212, 5.682, -7.0, 3.219, 8.291, -6.9, 3.116, 5.227, -6.3, 5.568, 9.58]"
CIMG_01418_prepared_Beauvericin,5,-5.7,"[-5.7, 0.0, 0.0, -5.3, 13.931, 17.997, -5.3, 2.455, 6.876, -5.2, 2.48, 6.567, -5.1, 2.593, 8.845, -5.1, 1.837, 8.416, -5.1, 2.029, 8.31, -5.0, 1.896, 6.465, -4.9, 13.683, 18.384, -4.8, 14.418, 18.919]"
CIMG_01418_prepared_Beauvericin,12,-8.4,"[-8.4, 0.0, 0.0, -8.1, 1.559, 2.148, -7.5, 1.446, 6.397, -7.4, 1.873, 5.38, -7.4, 2.154, 7.548, -7.3, 2.787, 4.458, -7.2, 11.264, 15.316, -7.2, 3.767, 7.577, -7.2, 2.354, 4.556, -7.2, 8.577, 13.684]"
CIMG_01418_prepared_Beauvericin,1,-6.6,"[-6.6, 0.0, 0.0, -6.3, 0.749, 7.56, -6.2, 2.371, 6.915, -6.1, 1.398, 1.824, -6.0, 1.607, 6.898, -5.9, 2.386, 8.648, -5.6, 2.408, 4.155, -5.6, 2.69, 7.352, -5.6, 1.78, 2.535, -5.6, 2.687, 9.005]"
CIMG_01418_prepared_Beauvericin,14,-8.9,"[-8.9, 0.0, 0.0, -8.7, 2.17, 4.483, -8.7, 2.646, 8.618, -8.7, 1.171, 1.774, -8.6, 3.933, 9.066, -8.5, 1.938, 8.1, -8.5, 2.377, 4.179, -8.5, 2.501, 6.22, -8.5, 3.852, 7.355, -8.5, 2.62, 5.671]"
CIMG_01418_prepared_Beauvericin,4,-9.4,"[-9.4, 0.0, 0.0, -8.8, 1.051, 7.212, -8.2, 1.198, 2.236, -8.1, 1.31, 2.64, -7.5, 1.329, 7.724, -7.3, 1.714, 7.769, -7.1, 2.04, 8.345, -6.9, 1.693, 6.731, -6.6, 1.311, 7.787, -6.6, 1.232, 8.068]"
CIMG_01418_prepared_Beauvericin,23,-7.6,"[-7.6, 0.0, 0.0, -7.0, 1.825, 8.993, -6.8, 4.004, 5.96, -6.8, 0.838, 8.466, -6.8, 3.505, 5.537, -6.8, 0.882, 8.537, -6.7, 1.985, 2.795, -6.5, 2.379, 8.54, -6.5, 3.196, 5.003, -6.5, 3.633, 8.146]"
CIMG_01418_prepared_Beauvericin,11,-9.3,"[-9.3, 0.0, 0.0, -8.8, 1.047, 7.179, -8.2, 1.165, 2.209, -8.1, 1.338, 2.82, -7.4, 1.307, 7.703, -7.3, 1.74, 7.785, -6.8, 9.188, 13.976, -6.7, 1.196, 7.731, -6.6, 8.858, 13.96, -6.5, 8.831, 13.517]"
CIMG_01418_prepared_Beauvericin,18,-8.6,"[-8.6, 0.0, 0.0, -8.6, 1.201, 7.13, -8.6, 16.064, 21.212, -8.5, 8.119, 12.141, -8.4, 13.279, 18.746, -8.4, 2.929, 8.143, -8.3, 2.097, 6.248, -8.3, 2.282, 7.45, -8.3, 13.279, 18.622, -8.3, 2.52, 7.56]"
CIMG_01418_prepared_Beauvericin,19,-6.0,"[-6.0, 0.0, 0.0, -5.9, 1.334, 7.062, -5.8, 2.153, 6.422, -5.8, 14.547, 20.952, -5.7, 16.019, 22.005, -5.7, 15.581, 21.788, -5.6, 16.069, 22.23, -5.6, 15.012, 20.284, -5.5, 3.574, 7.386, -5.5, 3.106, 8.099]"
CIMG_01418_prepared_Beauvericin,22,-6.9,"[-6.9, 0.0, 0.0, -6.9, 1.416, 1.67, -6.8, 1.263, 8.039, -6.6, 2.216, 7.76, -6.6, 2.258, 6.671, -6.3, 2.081, 7.202, -6.3, 2.718, 7.824, -6.2, 1.588, 7.323, -6.2, 2.259, 7.813, -6.0, 1.42, 7.027]"
CIMG_01418_prepared_Beauvericin,3,0.0,"[29.6, 0.0, 0.0]"
CIMG_01418_prepared_Beauvericin,9,-1.8,"[-1.8, 0.0, 0.0, -0.3, 1.333, 7.125, -0.2, 2.608, 8.593, 1.1, 2.452, 7.924, 1.7, 2.809, 8.818, 2.0, 3.081, 8.291]"
CIMG_01418_prepared_Beauvericin,8,-7.1,"[-7.1, 0.0, 0.0, -6.9, 4.819, 8.417, -6.9, 1.993, 8.289, -6.9, 2.165, 5.341, -6.9, 4.465, 8.392, -6.8, 4.655, 10.216, -6.7, 2.592, 8.396, -6.7, 4.192, 9.478, -6.7, 2.084, 6.02, -6.7, 1.439, 3.055]"
CIMG_01418_prepared_Beauvericin,10,-8.0,"[-8.0, 0.0, 0.0, -7.7, 10.53, 15.916, -7.4, 10.619, 14.778, -7.3, 10.635, 14.871, -7.3, 2.093, 7.436, -7.2, 8.994, 13.374, -7.2, 7.884, 11.668, -7.0, 10.245, 14.348, -7.0, 8.59, 12.963, -7.0, 9.633, 14.57]"
CIMG_01418_prepared_Beauvericin,2,-7.9,"[-7.9, 0.0, 0.0, -7.9, 2.345, 7.712, -7.7, 7.502, 11.437, -7.7, 7.879, 11.952, -7.7, 6.487, 10.707, -7.6, 2.232, 7.241, -7.5, 7.18, 11.877, -7.5, 6.444, 11.223, -7.5, 3.407, 5.839, -7.5, 5.953, 10.905]"
CIMG_01418_prepared_Beauvericin,15,-8.1,"[-8.1, 0.0, 0.0, -7.7, 1.53, 8.047, -7.6, 1.492, 8.319, -7.6, 3.046, 10.341, -7.4, 3.127, 7.137, -7.3, 3.097, 6.161, -7.2, 1.7, 8.102, -7.2, 2.76, 10.176, -7.1, 7.064, 13.021, -7.0, 2.066, 7.411]"
CIMG_01418_prepared_Beauvericin,7,-9.0,"[-9.0, 0.0, 0.0, -8.4, 3.615, 5.522, -8.1, 3.863, 8.904, -8.1, 2.853, 7.359, -8.1, 3.586, 8.295, -8.1, 3.129, 9.528, -7.9, 4.643, 9.067, -7.9, 3.242, 4.733, -7.9, 3.892, 9.653, -7.8, 3.549, 8.688]"
CIMG_01418_prepared_Beauvericin,13,-7.6,"[-7.6, 0.0, 0.0, -6.9, 1.48, 7.952, -6.8, 1.324, 1.68, -6.7, 4.61, 10.375, -6.6, 1.024, 7.364, -6.5, 7.262, 10.316, -6.4, 2.542, 5.878, -6.4, 2.747, 5.008, -6.3, 3.168, 7.447, -6.0, 4.885, 7.631]"
CIMG_01418_prepared_Beauvericin,21,-6.7,"[-6.7, 0.0, 0.0, -6.5, 7.64, 13.365, -6.4, 6.39, 9.591, -6.3, 6.093, 10.14, -6.3, 2.713, 4.404, -6.3, 5.744, 9.657, -6.3, 5.739, 12.033, -6.3, 3.177, 8.8, -6.2, 2.197, 5.425, -6.1, 6.793, 10.821]"
CIMG_01418_prepared_Beauvericin,17,-8.5,"[-8.5, 0.0, 0.0, -8.1, 1.524, 2.112, -7.5, 2.133, 7.52, -7.5, 1.492, 6.375, -7.4, 1.854, 5.447, -7.3, 2.749, 4.388, -7.3, 2.246, 4.231, -7.2, 3.568, 7.422, -7.1, 3.28, 8.976, -7.0, 2.213, 7.057]"
CIMG_01418_prepared_Beauvericin,16,-6.2,"[-6.2, 0.0, 0.0, -5.9, 2.005, 7.55, -5.8, 1.574, 2.39, -5.7, 1.925, 7.315, -5.7, 3.6, 8.024, -5.6, 2.416, 7.666, -5.6, 2.523, 8.541, -5.5, 1.604, 7.291, -5.5, 2.461, 8.099, -5.5, 2.019, 3.348]"
CIMG_01418_prepared_Beauvericin,20,-9.4,"[-9.4, 0.0, 0.0, -8.9, 1.12, 7.173, -8.1, 1.377, 2.866, -7.5, 1.313, 7.711, -7.4, 2.791, 7.873, -7.4, 1.718, 7.771, -7.1, 2.027, 8.354, -7.0, 1.243, 8.085, -6.9, 1.618, 6.752, -6.8, 3.032, 7.354]"
CIMG_01418_prepared_Beauvericin,6,-8.7,"[-8.7, 0.0, 0.0, -8.6, 1.198, 7.141, -8.5, 1.18, 1.486, -8.4, 2.021, 8.089, -8.4, 1.946, 7.308, -8.4, 2.849, 8.483, -8.3, 2.099, 6.236, -8.3, 2.285, 7.336, -8.2, 2.269, 7.453, -8.1, 2.251, 7.623]"
CIMG_01418_prepared_Tacrolimus,5,-5.5,"[-5.5, 0.0, 0.0, -5.1, 10.93, 16.208, -5.0, 4.184, 7.844, -4.9, 14.634, 19.064, -4.9, 16.629, 20.104, -4.9, 10.158, 17.63, -4.6, 13.387, 20.044, -4.6, 2.877, 6.679, -4.6, 4.095, 8.64, -4.5, 14.15, 18.309]"
CIMG_01418_prepared_Tacrolimus,12,-7.4,"[-7.4, 0.0, 0.0, -7.2, 5.023, 13.087, -7.0, 3.488, 9.743, -7.0, 1.678, 2.097, -6.9, 2.497, 5.472, -6.7, 2.665, 10.672, -6.7, 4.338, 8.859, -6.7, 2.934, 11.108, -6.6, 3.006, 10.871, -6.6, 2.586, 4.646]"
CIMG_01418_prepared_Tacrolimus,1,-5.7,"[-5.7, 0.0, 0.0, -5.6, 2.946, 6.779, -5.5, 2.448, 10.668, -5.1, 2.247, 3.195, -4.9, 2.084, 10.831, -4.0, 2.683, 6.248, -3.8, 2.254, 10.942, -3.7, 2.318, 10.742, -3.1, 2.675, 10.885]"
CIMG_01418_prepared_Tacrolimus,14,-8.3,"[-8.3, 0.0, 0.0, -8.1, 5.861, 13.472, -8.0, 4.049, 6.149, -7.9, 7.67, 13.139, -7.8, 5.211, 13.115, -7.8, 2.994, 7.394, -7.8, 6.091, 13.368, -7.8, 3.287, 6.126, -7.7, 3.974, 5.817, -7.6, 4.123, 7.224]"
CIMG_01418_prepared_Tacrolimus,4,-7.8,"[-7.8, 0.0, 0.0, -7.7, 3.244, 5.401, -7.3, 1.236, 1.461, -6.6, 2.412, 10.584, -6.5, 3.004, 6.98, -6.3, 2.901, 6.744, -6.3, 2.266, 3.92, -6.2, 1.848, 2.609, -5.4, 3.423, 10.03, -5.4, 4.033, 9.215]"
CIMG_01418_prepared_Tacrolimus,23,-5.7,"[-5.7, 0.0, 0.0, -5.5, 11.24, 17.288, -5.5, 12.09, 17.713, -5.5, 11.553, 17.335, -5.4, 13.727, 19.18, -5.4, 10.57, 17.161, -5.4, 13.021, 19.255, -5.3, 13.465, 16.533, -5.2, 13.25, 18.08, -5.2, 10.144, 18.317]"
CIMG_01418_prepared_Tacrolimus,11,-7.9,"[-7.9, 0.0, 0.0, -7.4, 2.528, 10.987, -7.3, 2.956, 6.404, -7.0, 2.633, 6.163, -6.8, 3.738, 8.987, -6.7, 2.721, 6.328, -6.6, 2.572, 10.635, -6.5, 4.766, 9.594, -6.5, 3.544, 11.777, -6.5, 3.511, 11.587]"
CIMG_01418_prepared_Tacrolimus,18,-8.9,"[-8.9, 0.0, 0.0, -8.8, 2.438, 5.917, -8.7, 10.204, 16.192, -8.7, 3.925, 10.624, -8.6, 10.167, 16.098, -8.6, 2.346, 3.528, -8.5, 9.178, 15.341, -8.3, 3.6, 9.587, -8.2, 2.485, 5.808, -8.1, 4.146, 10.403]"
CIMG_01418_prepared_Tacrolimus,19,-7.4,"[-7.4, 0.0, 0.0, -7.3, 3.211, 10.513, -6.9, 1.199, 1.373, -6.7, 1.727, 2.146, -6.5, 8.246, 12.339, -6.4, 8.454, 12.241, -6.2, 3.26, 10.921, -6.1, 3.108, 10.534, -6.1, 3.502, 10.63, -6.0, 3.19, 4.64]"
CIMG_01418_prepared_Tacrolimus,22,-7.3,"[-7.3, 0.0, 0.0, -7.0, 3.733, 10.395, -6.9, 3.075, 10.131, -6.7, 3.906, 8.893, -6.6, 4.201, 7.781, -6.4, 3.741, 9.687, -6.2, 1.351, 1.585, -5.4, 2.524, 4.484, -5.3, 2.881, 6.855, -5.2, 1.678, 1.974]"
CIMG_01418_prepared_Tacrolimus,3,0.0,"[34.5, 0.0, 0.0]"
CIMG_01418_prepared_Tacrolimus,9,-3.8,"[-3.8, 0.0, 0.0, -3.4, 3.886, 9.949]"
CIMG_01418_prepared_Tacrolimus,8,-7.4,"[-7.4, 0.0, 0.0, -7.0, 3.855, 8.521, -6.5, 3.54, 10.921, -6.4, 3.621, 11.353, -6.4, 6.255, 11.083, -6.3, 3.558, 8.399, -6.2, 3.364, 9.748, -6.2, 5.231, 9.694, -6.2, 3.308, 11.524, -6.1, 4.852, 12.568]"
CIMG_01418_prepared_Tacrolimus,10,-7.6,"[-7.6, 0.0, 0.0, -7.5, 2.714, 5.88, -7.1, 3.385, 10.768, -7.1, 1.54, 2.073, -7.0, 4.069, 11.009, -6.9, 2.506, 11.106, -6.8, 2.987, 5.93, -6.8, 3.422, 11.284, -6.7, 3.327, 11.211, -6.7, 3.389, 9.509]"
CIMG_01418_prepared_Tacrolimus,2,-8.3,"[-8.3, 0.0, 0.0, -7.9, 3.969, 5.961, -7.9, 1.424, 1.647, -7.8, 2.995, 7.324, -7.8, 3.374, 7.494, -7.6, 4.783, 8.208, -7.6, 3.566, 10.091, -7.5, 3.557, 7.283, -7.4, 3.234, 6.761, -7.4, 4.17, 9.219]"
CIMG_01418_prepared_Tacrolimus,15,-6.9,"[-6.9, 0.0, 0.0, -6.4, 0.74, 1.337, -6.2, 6.087, 10.34, -6.0, 6.381, 9.653, -5.8, 4.794, 10.347, -5.8, 6.05, 9.741, -5.8, 11.443, 16.198, -5.7, 7.289, 12.549, -5.6, 6.531, 11.414, -5.5, 4.496, 9.708]"
CIMG_01418_prepared_Tacrolimus,7,-7.8,"[-7.8, 0.0, 0.0, -7.3, 4.004, 9.727, -7.2, 3.679, 10.204, -7.1, 5.381, 14.059, -6.7, 1.101, 1.59, -6.5, 4.076, 9.824, -6.5, 3.416, 10.154, -6.5, 2.537, 5.403, -6.5, 4.504, 7.791, -6.4, 3.776, 7.114]"
CIMG_01418_prepared_Tacrolimus,13,-6.3,"[-6.3, 0.0, 0.0, -6.0, 3.356, 10.565, -5.8, 3.974, 10.096, -5.7, 3.76, 7.58, -5.6, 2.641, 5.122, -5.6, 2.213, 10.788, -5.6, 2.869, 7.057, -5.5, 3.554, 9.8, -5.4, 2.956, 6.259, -5.4, 2.953, 7.0]"
CIMG_01418_prepared_Tacrolimus,21,-6.8,"[-6.8, 0.0, 0.0, -6.4, 2.743, 4.856, -6.3, 2.883, 11.559, -6.1, 9.118, 15.096, -6.1, 3.049, 11.308, -6.1, 0.951, 1.256, -6.0, 0.774, 1.355, -6.0, 2.213, 4.041, -6.0, 9.906, 15.989, -5.8, 2.598, 10.399]"
CIMG_01418_prepared_Tacrolimus,17,-7.5,"[-7.5, 0.0, 0.0, -7.1, 3.542, 9.71, -6.9, 3.121, 10.872, -6.9, 2.495, 5.546, -6.8, 4.777, 12.268, -6.7, 6.027, 12.591, -6.7, 2.947, 11.111, -6.7, 2.602, 10.64, -6.7, 4.439, 8.918, -6.6, 4.725, 10.589]"
CIMG_01418_prepared_Tacrolimus,16,-5.8,"[-5.8, 0.0, 0.0, -5.7, 2.886, 4.773, -5.7, 2.089, 3.176, -5.6, 1.893, 2.458, -5.6, 2.704, 10.431, -5.3, 2.788, 10.468, -5.2, 2.459, 4.083, -5.2, 2.714, 10.259, -5.2, 4.602, 10.483, -5.0, 4.36, 9.135]"
CIMG_01418_prepared_Tacrolimus,20,-7.8,"[-7.8, 0.0, 0.0, -7.8, 3.209, 5.368, -7.4, 1.362, 1.618, -7.3, 2.423, 10.722, -7.2, 4.242, 9.904, -7.1, 3.835, 9.663, -6.8, 3.412, 7.681, -6.7, 4.89, 9.645, -6.6, 3.652, 8.281, -6.5, 2.998, 6.971]"
CIMG_01418_prepared_Tacrolimus,6,-8.6,"[-8.6, 0.0, 0.0, -8.5, 2.261, 5.643, -8.4, 2.414, 5.825, -8.0, 2.686, 5.086, -8.0, 12.163, 20.286, -7.6, 1.446, 1.665, -7.6, 16.82, 21.471, -7.5, 2.907, 6.344, -7.3, 3.431, 4.761, -7.3, 2.771, 5.891]"
CIMG_01418_prepared_Verapamil,5,-7.9,"[-7.9, 0.0, 0.0, -7.5, 4.904, 6.453, -7.4, 5.228, 7.079, -7.3, 2.125, 11.147, -7.3, 1.366, 2.316, -7.2, 3.139, 11.106, -7.2, 2.093, 10.534, -7.2, 1.936, 2.424, -7.2, 3.218, 9.158, -7.1, 4.126, 12.015]"
CIMG_01418_prepared_Verapamil,12,-5.8,"[-5.8, 0.0, 0.0, -5.7, 4.361, 7.621, -5.6, 1.982, 3.265, -5.6, 5.195, 9.627, -5.6, 4.547, 7.396, -5.6, 2.838, 5.819, -5.6, 3.559, 8.437, -5.5, 4.633, 7.713, -5.4, 3.158, 6.356, -5.4, 1.755, 2.557]"
CIMG_01418_prepared_Verapamil,1,-7.0,"[-7.0, 0.0, 0.0, -6.9, 2.728, 6.504, -6.9, 2.78, 7.014, -6.8, 3.169, 7.168, -6.8, 2.514, 5.406, -6.8, 3.084, 6.813, -6.8, 3.357, 7.035, -6.8, 1.256, 1.968, -6.8, 1.781, 5.052, -6.8, 2.255, 4.495]"
CIMG_01418_prepared_Verapamil,14,-5.8,"[-5.8, 0.0, 0.0, -5.7, 3.403, 5.443, -5.6, 2.806, 4.16, -5.5, 3.839, 6.219, -5.5, 1.906, 3.296, -5.3, 2.534, 3.756, -5.2, 2.973, 4.999, -5.2, 3.762, 6.789, -5.2, 4.02, 7.913, -5.2, 5.398, 7.786]"
CIMG_01418_prepared_Verapamil,4,-7.7,"[-7.7, 0.0, 0.0, -7.6, 3.395, 8.243, -7.6, 3.23, 7.921, -7.6, 1.622, 2.405, -7.5, 2.367, 8.82, -7.5, 1.101, 2.016, -7.5, 2.361, 9.124, -7.4, 3.461, 8.524, -7.4, 3.423, 8.504, -7.4, 2.38, 9.065]"
CIMG_01418_prepared_Verapamil,23,-5.0,"[-5.0, 0.0, 0.0, -4.8, 2.499, 5.169, -4.8, 1.545, 2.244, -4.7, 1.983, 6.994, -4.6, 1.273, 2.104, -4.5, 2.639, 7.011, -4.5, 1.918, 3.101, -4.5, 2.409, 4.633, -4.4, 2.525, 5.444, -4.4, 3.077, 6.076]"
CIMG_01418_prepared_Verapamil,11,-7.8,"[-7.8, 0.0, 0.0, -7.6, 1.849, 2.575, -7.6, 2.503, 9.14, -7.6, 1.741, 2.53, -7.5, 1.523, 2.596, -7.5, 1.008, 1.877, -7.4, 3.705, 4.861, -7.4, 2.567, 8.987, -7.4, 2.761, 9.362, -7.3, 3.151, 8.349]"
CIMG_01418_prepared_Verapamil,18,-5.2,"[-5.2, 0.0, 0.0, -5.1, 10.72, 14.364, -5.1, 6.759, 9.502, -5.1, 3.137, 6.013, -5.1, 9.499, 12.199, -5.1, 2.875, 4.915, -5.0, 6.002, 9.863, -5.0, 3.051, 5.963, -5.0, 5.901, 9.628, -5.0, 9.884, 12.831]"
CIMG_01418_prepared_Verapamil,19,-4.3,"[-4.3, 0.0, 0.0, -4.2, 2.327, 4.45, -4.1, 3.222, 5.872, -4.1, 2.918, 6.666, -4.0, 3.275, 7.039, -4.0, 2.826, 4.847, -4.0, 2.942, 5.077, -4.0, 4.482, 7.082, -4.0, 8.496, 11.731, -4.0, 3.329, 6.571]"
CIMG_01418_prepared_Verapamil,22,0.0,"[1.5, 0.0, 0.0, 1.7, 1.045, 1.898, 2.8, 5.703, 9.515, 3.1, 3.009, 4.734, 3.3, 6.355, 11.322, 4.0, 1.214, 1.718, 4.8, 2.955, 11.412, 4.8, 2.862, 4.116]"
CIMG_01418_prepared_Verapamil,3,-5.1,"[-5.1, 0.0, 0.0, -4.1, 0.669, 1.632, -3.8, 1.82, 3.52, -3.5, 3.796, 10.331, -3.2, 1.435, 9.278, -3.1, 1.677, 9.232, -3.0, 2.398, 9.719, -2.8, 1.569, 9.338, -2.7, 1.503, 9.044, -2.3, 1.59, 9.025]"
CIMG_01418_prepared_Verapamil,9,-7.5,"[-7.5, 0.0, 0.0, -6.9, 2.884, 8.641, -6.9, 1.986, 7.434, -6.9, 5.35, 7.888, -6.9, 2.686, 7.964, -6.8, 2.458, 4.759, -6.8, 5.795, 8.188, -6.8, 1.788, 3.566, -6.8, 5.518, 8.455, -6.6, 2.921, 5.741]"
CIMG_01418_prepared_Verapamil,8,-6.1,"[-6.1, 0.0, 0.0, -6.0, 3.509, 6.039, -6.0, 2.848, 4.705, -6.0, 2.443, 7.816, -6.0, 2.708, 4.061, -6.0, 2.746, 4.442, -5.9, 3.407, 7.729, -5.9, 3.45, 6.215, -5.9, 3.754, 8.807, -5.8, 3.953, 8.597]"
CIMG_01418_prepared_Verapamil,10,-6.3,"[-6.3, 0.0, 0.0, -6.2, 4.418, 6.259, -6.1, 4.431, 10.607, -6.0, 7.878, 11.481, -6.0, 2.143, 10.15, -5.9, 4.655, 10.23, -5.9, 6.648, 10.239, -5.9, 5.925, 10.135, -5.9, 6.567, 10.22, -5.9, 8.583, 14.054]"
CIMG_01418_prepared_Verapamil,2,-5.9,"[-5.9, 0.0, 0.0, -5.9, 4.957, 6.896, -5.8, 3.026, 5.423, -5.6, 2.437, 6.125, -5.5, 8.217, 11.447, -5.5, 8.753, 12.959, -5.5, 5.148, 8.488, -5.5, 2.43, 4.758, -5.4, 3.145, 5.629, -5.4, 11.148, 16.099]"
CIMG_01418_prepared_Verapamil,15,-4.9,"[-4.9, 0.0, 0.0, -4.8, 2.214, 5.048, -4.7, 1.306, 2.173, -4.7, 3.412, 6.14, -4.6, 2.298, 3.731, -4.5, 2.465, 5.076, -4.5, 3.667, 6.341, -4.5, 3.186, 5.735, -4.5, 3.06, 6.6, -4.5, 3.507, 6.31]"
